id,book_id,title,part,cat,vol,req_no,category_code,manifest
4216891,300-0001,管子,子部,医书,1,３００－０００１,300,https://www.digital.archives.go.jp/api/iiif/4216891/manifest.json
4251845,300-0001,管子,子部,医书,2,３００－０００１,300,https://www.digital.archives.go.jp/api/iiif/4251845/manifest.json
4251847,300-0001,管子,子部,医书,3,３００－０００１,300,https://www.digital.archives.go.jp/api/iiif/4251847/manifest.json
4216894,300-0001,管子,子部,医书,4,３００－０００１,300,https://www.digital.archives.go.jp/api/iiif/4216894/manifest.json
4443888,300-0002,管子,子部,医书,1,３００－０００２,300,https://www.digital.archives.go.jp/api/iiif/4443888/manifest.json
4443890,300-0002,管子,子部,医书,2,３００－０００２,300,https://www.digital.archives.go.jp/api/iiif/4443890/manifest.json
4443892,300-0002,管子,子部,医书,3,３００－０００２,300,https://www.digital.archives.go.jp/api/iiif/4443892/manifest.json
4443893,300-0002,管子,子部,医书,4,３００－０００２,300,https://www.digital.archives.go.jp/api/iiif/4443893/manifest.json
4427971,300-0002,管子,子部,医书,5,３００－０００２,300,https://www.digital.archives.go.jp/api/iiif/4427971/manifest.json
4427973,300-0002,管子,子部,医书,6,３００－０００２,300,https://www.digital.archives.go.jp/api/iiif/4427973/manifest.json
228488,300-0003,管子,子部,医书,1,３００－０００３,300,https://www.digital.archives.go.jp/api/iiif/228488/manifest.json
228489,300-0003,管子,子部,医书,2,３００－０００３,300,https://www.digital.archives.go.jp/api/iiif/228489/manifest.json
228493,300-0003,管子,子部,医书,3,３００－０００３,300,https://www.digital.archives.go.jp/api/iiif/228493/manifest.json
228494,300-0003,管子,子部,医书,4,３００－０００３,300,https://www.digital.archives.go.jp/api/iiif/228494/manifest.json
228495,300-0003,管子,子部,医书,5,３００－０００３,300,https://www.digital.archives.go.jp/api/iiif/228495/manifest.json
228497,300-0003,管子,子部,医书,6,３００－０００３,300,https://www.digital.archives.go.jp/api/iiif/228497/manifest.json
228693,300-0003,管子,子部,医书,7,３００－０００３,300,https://www.digital.archives.go.jp/api/iiif/228693/manifest.json
228694,300-0004,管子,子部,医书,1,３００－０００４,300,https://www.digital.archives.go.jp/api/iiif/228694/manifest.json
228695,300-0004,管子,子部,医书,2,３００－０００４,300,https://www.digital.archives.go.jp/api/iiif/228695/manifest.json
228697,300-0004,管子,子部,医书,3,３００－０００４,300,https://www.digital.archives.go.jp/api/iiif/228697/manifest.json
228698,300-0004,管子,子部,医书,4,３００－０００４,300,https://www.digital.archives.go.jp/api/iiif/228698/manifest.json
230744,300-0004,管子,子部,医书,5,３００－０００４,300,https://www.digital.archives.go.jp/api/iiif/230744/manifest.json
4427978,300-0005,管子,子部,医书,1,３００－０００５,300,https://www.digital.archives.go.jp/api/iiif/4427978/manifest.json
4427980,300-0005,管子,子部,医书,2,３００－０００５,300,https://www.digital.archives.go.jp/api/iiif/4427980/manifest.json
4427982,300-0005,管子,子部,医书,3,３００－０００５,300,https://www.digital.archives.go.jp/api/iiif/4427982/manifest.json
4427984,300-0005,管子,子部,医书,4,３００－０００５,300,https://www.digital.archives.go.jp/api/iiif/4427984/manifest.json
4427986,300-0005,管子,子部,医书,5,３００－０００５,300,https://www.digital.archives.go.jp/api/iiif/4427986/manifest.json
4428949,300-0005,管子,子部,医书,6,３００－０００５,300,https://www.digital.archives.go.jp/api/iiif/4428949/manifest.json
4251851,300-0006,管子,子部,医书,1,３００－０００６,300,https://www.digital.archives.go.jp/api/iiif/4251851/manifest.json
4251853,300-0006,管子,子部,医书,2,３００－０００６,300,https://www.digital.archives.go.jp/api/iiif/4251853/manifest.json
4251855,300-0006,管子,子部,医书,3,３００－０００６,300,https://www.digital.archives.go.jp/api/iiif/4251855/manifest.json
4251857,300-0006,管子,子部,医书,4,３００－０００６,300,https://www.digital.archives.go.jp/api/iiif/4251857/manifest.json
4252761,300-0006,管子,子部,医书,5,３００－０００６,300,https://www.digital.archives.go.jp/api/iiif/4252761/manifest.json
4252763,300-0006,管子,子部,医书,6,３００－０００６,300,https://www.digital.archives.go.jp/api/iiif/4252763/manifest.json
4252765,300-0006,管子,子部,医书,7,３００－０００６,300,https://www.digital.archives.go.jp/api/iiif/4252765/manifest.json
4252767,300-0006,管子,子部,医书,8,３００－０００６,300,https://www.digital.archives.go.jp/api/iiif/4252767/manifest.json
4252769,300-0006,管子,子部,医书,9,３００－０００６,300,https://www.digital.archives.go.jp/api/iiif/4252769/manifest.json
4252770,300-0006,管子,子部,医书,10,３００－０００６,300,https://www.digital.archives.go.jp/api/iiif/4252770/manifest.json
4252771,300-0006,管子,子部,医书,11,３００－０００６,300,https://www.digital.archives.go.jp/api/iiif/4252771/manifest.json
4104391,300-0006,管子,子部,医书,12,３００－０００６,300,https://www.digital.archives.go.jp/api/iiif/4104391/manifest.json
4252773,300-0007,管子,子部,医书,1,３００－０００７,300,https://www.digital.archives.go.jp/api/iiif/4252773/manifest.json
4105249,300-0007,管子,子部,医书,2,３００－０００７,300,https://www.digital.archives.go.jp/api/iiif/4105249/manifest.json
4105251,300-0007,管子,子部,医书,3,３００－０００７,300,https://www.digital.archives.go.jp/api/iiif/4105251/manifest.json
4105253,300-0007,管子,子部,医书,4,３００－０００７,300,https://www.digital.archives.go.jp/api/iiif/4105253/manifest.json
4252774,300-0007,管子,子部,医书,5,３００－０００７,300,https://www.digital.archives.go.jp/api/iiif/4252774/manifest.json
4252776,300-0007,管子,子部,医书,6,３００－０００７,300,https://www.digital.archives.go.jp/api/iiif/4252776/manifest.json
4105256,300-0007,管子,子部,医书,7,３００－０００７,300,https://www.digital.archives.go.jp/api/iiif/4105256/manifest.json
4105258,300-0007,管子,子部,医书,8,３００－０００７,300,https://www.digital.archives.go.jp/api/iiif/4105258/manifest.json
4105260,300-0007,管子,子部,医书,9,３００－０００７,300,https://www.digital.archives.go.jp/api/iiif/4105260/manifest.json
4253669,300-0007,管子,子部,医书,10,３００－０００７,300,https://www.digital.archives.go.jp/api/iiif/4253669/manifest.json
4253670,300-0007,管子,子部,医书,11,３００－０００７,300,https://www.digital.archives.go.jp/api/iiif/4253670/manifest.json
4253671,300-0007,管子,子部,医书,12,３００－０００７,300,https://www.digital.archives.go.jp/api/iiif/4253671/manifest.json
4253672,300-0007,管子,子部,医书,13,３００－０００７,300,https://www.digital.archives.go.jp/api/iiif/4253672/manifest.json
4253675,300-0008,管子榷,子部,医书,1,３００－０００８,300,https://www.digital.archives.go.jp/api/iiif/4253675/manifest.json
4253677,300-0008,管子榷,子部,医书,2,３００－０００８,300,https://www.digital.archives.go.jp/api/iiif/4253677/manifest.json
4253679,300-0008,管子榷,子部,医书,3,３００－０００８,300,https://www.digital.archives.go.jp/api/iiif/4253679/manifest.json
4106106,300-0008,管子榷,子部,医书,4,３００－０００８,300,https://www.digital.archives.go.jp/api/iiif/4106106/manifest.json
1079300,300-0009,韓非子,子部,医书,1,３００－０００９,300,https://www.digital.archives.go.jp/api/iiif/1079300/manifest.json
4106112,300-0010,韓非子,子部,医书,1,３００－００１０,300,https://www.digital.archives.go.jp/api/iiif/4106112/manifest.json
4106113,300-0010,韓非子,子部,医书,2,３００－００１０,300,https://www.digital.archives.go.jp/api/iiif/4106113/manifest.json
4106114,300-0010,韓非子,子部,医书,3,３００－００１０,300,https://www.digital.archives.go.jp/api/iiif/4106114/manifest.json
4209721,300-0010,韓非子,子部,医书,4,３００－００１０,300,https://www.digital.archives.go.jp/api/iiif/4209721/manifest.json
4209723,300-0010,韓非子,子部,医书,5,３００－００１０,300,https://www.digital.archives.go.jp/api/iiif/4209723/manifest.json
4209725,300-0010,韓非子,子部,医书,6,３００－００１０,300,https://www.digital.archives.go.jp/api/iiif/4209725/manifest.json
4209727,300-0010,韓非子,子部,医书,7,３００－００１０,300,https://www.digital.archives.go.jp/api/iiif/4209727/manifest.json
4210552,300-0010,韓非子,子部,医书,8,３００－００１０,300,https://www.digital.archives.go.jp/api/iiif/4210552/manifest.json
1079303,300-0011,新刻農圃四書,子部,医书,1,３００－００１１,300,https://www.digital.archives.go.jp/api/iiif/1079303/manifest.json
1079304,300-0012,鄧子,子部,医书,1,３００－００１２,300,https://www.digital.archives.go.jp/api/iiif/1079304/manifest.json
1079306,300-0013,新刻農圃四書,子部,医书,1,３００－００１３,300,https://www.digital.archives.go.jp/api/iiif/1079306/manifest.json
4210556,300-0014,商子,子部,医书,1,３００－００１４,300,https://www.digital.archives.go.jp/api/iiif/4210556/manifest.json
4210558,300-0014,商子,子部,医书,2,３００－００１４,300,https://www.digital.archives.go.jp/api/iiif/4210558/manifest.json
635818,300-0015,棠陰比事,子部,医书,1,３００－００１５,300,https://www.digital.archives.go.jp/api/iiif/635818/manifest.json
635819,300-0015,棠陰比事,子部,医书,2,３００－００１５,300,https://www.digital.archives.go.jp/api/iiif/635819/manifest.json
635820,300-0015,棠陰比事,子部,医书,3,３００－００１５,300,https://www.digital.archives.go.jp/api/iiif/635820/manifest.json
635825,300-0016,棠陰比事,子部,医书,1,３００－００１６,300,https://www.digital.archives.go.jp/api/iiif/635825/manifest.json
636309,300-0016,棠陰比事,子部,医书,2,３００－００１６,300,https://www.digital.archives.go.jp/api/iiif/636309/manifest.json
636311,300-0016,棠陰比事,子部,医书,3,３００－００１６,300,https://www.digital.archives.go.jp/api/iiif/636311/manifest.json
4782720,300-0017,棠陰比事,子部,医书,1,３００－００１７,300,https://www.digital.archives.go.jp/api/iiif/4782720/manifest.json
4782721,300-0017,棠陰比事,子部,医书,2,３００－００１７,300,https://www.digital.archives.go.jp/api/iiif/4782721/manifest.json
4782722,300-0017,棠陰比事,子部,医书,3,３００－００１７,300,https://www.digital.archives.go.jp/api/iiif/4782722/manifest.json
4782717,300-0018,棠陰比事,子部,医书,1,３００－００１８,300,https://www.digital.archives.go.jp/api/iiif/4782717/manifest.json
4782718,300-0018,棠陰比事,子部,医书,2,３００－００１８,300,https://www.digital.archives.go.jp/api/iiif/4782718/manifest.json
4782719,300-0018,棠陰比事,子部,医书,3,３００－００１８,300,https://www.digital.archives.go.jp/api/iiif/4782719/manifest.json
4782714,300-0019,棠陰比事,子部,医书,1,３００－００１９,300,https://www.digital.archives.go.jp/api/iiif/4782714/manifest.json
4782715,300-0019,棠陰比事,子部,医书,2,３００－００１９,300,https://www.digital.archives.go.jp/api/iiif/4782715/manifest.json
4782716,300-0019,棠陰比事,子部,医书,3,３００－００１９,300,https://www.digital.archives.go.jp/api/iiif/4782716/manifest.json
3611072,300-0020,棠陰比事,子部,医书,1,３００－００２０,300,https://www.digital.archives.go.jp/api/iiif/3611072/manifest.json
4782772,300-0022,洗寃錄補註全纂,子部,医书,1,３００－００２２,300,https://www.digital.archives.go.jp/api/iiif/4782772/manifest.json
4782773,300-0022,洗寃錄補註全纂,子部,医书,2,３００－００２２,300,https://www.digital.archives.go.jp/api/iiif/4782773/manifest.json
4782774,300-0022,洗寃錄補註全纂,子部,医书,3,３００－００２２,300,https://www.digital.archives.go.jp/api/iiif/4782774/manifest.json
4782775,300-0022,洗寃錄補註全纂,子部,医书,4,３００－００２２,300,https://www.digital.archives.go.jp/api/iiif/4782775/manifest.json
4782776,300-0022,洗寃錄補註全纂,子部,医书,5,３００－００２２,300,https://www.digital.archives.go.jp/api/iiif/4782776/manifest.json
4782777,300-0022,洗寃錄補註全纂,子部,医书,6,３００－００２２,300,https://www.digital.archives.go.jp/api/iiif/4782777/manifest.json
1083462,300-0023,洗寃集錄,子部,医书,1,３００－００２３,300,https://www.digital.archives.go.jp/api/iiif/1083462/manifest.json
1079367,300-0024,洗寃集錄,子部,医书,1,３００－００２４,300,https://www.digital.archives.go.jp/api/iiif/1079367/manifest.json
3611073,300-0025,洗寃集錄,子部,医书,1,３００－００２５,300,https://www.digital.archives.go.jp/api/iiif/3611073/manifest.json
1079368,300-0026,宋提刑洗寃集錄,子部,医书,1,３００－００２６,300,https://www.digital.archives.go.jp/api/iiif/1079368/manifest.json
1084220,300-0027,洗寃錄表,子部,医书,1,３００－００２７,300,https://www.digital.archives.go.jp/api/iiif/1084220/manifest.json
230747,300-0028,重刊補註洗寃錄集證,子部,医书,1,３００－００２８,300,https://www.digital.archives.go.jp/api/iiif/230747/manifest.json
230748,300-0028,重刊補註洗寃錄集證,子部,医书,2,３００－００２８,300,https://www.digital.archives.go.jp/api/iiif/230748/manifest.json
230749,300-0028,重刊補註洗寃錄集證,子部,医书,3,３００－００２８,300,https://www.digital.archives.go.jp/api/iiif/230749/manifest.json
228699,300-0028,重刊補註洗寃錄集證,子部,医书,4,３００－００２８,300,https://www.digital.archives.go.jp/api/iiif/228699/manifest.json
228702,300-0028,重刊補註洗寃錄集證,子部,医书,5,３００－００２８,300,https://www.digital.archives.go.jp/api/iiif/228702/manifest.json
228705,300-0029,重刊補註洗寃錄集證,子部,医书,1,３００－００２９,300,https://www.digital.archives.go.jp/api/iiif/228705/manifest.json
228706,300-0029,重刊補註洗寃錄集證,子部,医书,2,３００－００２９,300,https://www.digital.archives.go.jp/api/iiif/228706/manifest.json
228711,300-0029,重刊補註洗寃錄集證,子部,医书,3,３００－００２９,300,https://www.digital.archives.go.jp/api/iiif/228711/manifest.json
230934,300-0029,重刊補註洗寃錄集證,子部,医书,4,３００－００２９,300,https://www.digital.archives.go.jp/api/iiif/230934/manifest.json
230935,300-0029,重刊補註洗寃錄集證,子部,医书,5,３００－００２９,300,https://www.digital.archives.go.jp/api/iiif/230935/manifest.json
4210561,300-0030,韓非子,子部,医书,1,３００－００３０,300,https://www.digital.archives.go.jp/api/iiif/4210561/manifest.json
4216895,300-0030,韓非子,子部,医书,2,３００－００３０,300,https://www.digital.archives.go.jp/api/iiif/4216895/manifest.json
4216896,300-0030,韓非子,子部,医书,3,３００－００３０,300,https://www.digital.archives.go.jp/api/iiif/4216896/manifest.json
4216898,300-0030,韓非子,子部,医书,4,３００－００３０,300,https://www.digital.archives.go.jp/api/iiif/4216898/manifest.json
4216900,300-0030,韓非子,子部,医书,5,３００－００３０,300,https://www.digital.archives.go.jp/api/iiif/4216900/manifest.json
4217809,300-0030,韓非子,子部,医书,6,３００－００３０,300,https://www.digital.archives.go.jp/api/iiif/4217809/manifest.json
4217810,300-0030,韓非子,子部,医书,7,３００－００３０,300,https://www.digital.archives.go.jp/api/iiif/4217810/manifest.json
4217811,300-0030,韓非子,子部,医书,8,３００－００３０,300,https://www.digital.archives.go.jp/api/iiif/4217811/manifest.json
4217813,300-0030,韓非子,子部,医书,9,３００－００３０,300,https://www.digital.archives.go.jp/api/iiif/4217813/manifest.json
4217815,300-0030,韓非子,子部,医书,10,３００－００３０,300,https://www.digital.archives.go.jp/api/iiif/4217815/manifest.json
3636621,300-0031,韓非子,子部,医书,1,３００－００３１,300,https://www.digital.archives.go.jp/api/iiif/3636621/manifest.json
3636622,300-0031,韓非子,子部,医书,2,３００－００３１,300,https://www.digital.archives.go.jp/api/iiif/3636622/manifest.json
3636601,300-0031,韓非子,子部,医书,3,３００－００３１,300,https://www.digital.archives.go.jp/api/iiif/3636601/manifest.json
3636602,300-0031,韓非子,子部,医书,4,３００－００３１,300,https://www.digital.archives.go.jp/api/iiif/3636602/manifest.json
3636603,300-0031,韓非子,子部,医书,5,３００－００３１,300,https://www.digital.archives.go.jp/api/iiif/3636603/manifest.json
3636604,300-0031,韓非子,子部,医书,6,３００－００３１,300,https://www.digital.archives.go.jp/api/iiif/3636604/manifest.json
4217820,300-0033,韓非子,子部,医书,1,３００－００３３,300,https://www.digital.archives.go.jp/api/iiif/4217820/manifest.json
4106115,300-0033,韓非子,子部,医书,2,３００－００３３,300,https://www.digital.archives.go.jp/api/iiif/4106115/manifest.json
4217821,300-0033,韓非子,子部,医书,3,３００－００３３,300,https://www.digital.archives.go.jp/api/iiif/4217821/manifest.json
4217823,300-0033,韓非子,子部,医书,4,３００－００３３,300,https://www.digital.archives.go.jp/api/iiif/4217823/manifest.json
4217824,300-0033,韓非子,子部,医书,5,３００－００３３,300,https://www.digital.archives.go.jp/api/iiif/4217824/manifest.json
4217825,300-0033,韓非子,子部,医书,6,３００－００３３,300,https://www.digital.archives.go.jp/api/iiif/4217825/manifest.json
4218732,300-0033,韓非子,子部,医书,7,３００－００３３,300,https://www.digital.archives.go.jp/api/iiif/4218732/manifest.json
4218734,300-0033,韓非子,子部,医书,8,３００－００３３,300,https://www.digital.archives.go.jp/api/iiif/4218734/manifest.json
4218736,300-0033,韓非子,子部,医书,9,３００－００３３,300,https://www.digital.archives.go.jp/api/iiif/4218736/manifest.json
230937,300-0034,韓子,子部,医书,1,３００－００３４,300,https://www.digital.archives.go.jp/api/iiif/230937/manifest.json
230938,300-0034,韓子,子部,医书,2,３００－００３４,300,https://www.digital.archives.go.jp/api/iiif/230938/manifest.json
228534,300-0034,韓子,子部,医书,3,３００－００３４,300,https://www.digital.archives.go.jp/api/iiif/228534/manifest.json
228538,300-0034,韓子,子部,医书,4,３００－００３４,300,https://www.digital.archives.go.jp/api/iiif/228538/manifest.json
228540,300-0034,韓子,子部,医书,5,３００－００３４,300,https://www.digital.archives.go.jp/api/iiif/228540/manifest.json
4218739,300-0035,韓非子,子部,医书,1,３００－００３５,300,https://www.digital.archives.go.jp/api/iiif/4218739/manifest.json
4106117,300-0035,韓非子,子部,医书,2,３００－００３５,300,https://www.digital.archives.go.jp/api/iiif/4106117/manifest.json
4106119,300-0035,韓非子,子部,医书,3,３００－００３５,300,https://www.digital.archives.go.jp/api/iiif/4106119/manifest.json
4106121,300-0035,韓非子,子部,医书,4,３００－００３５,300,https://www.digital.archives.go.jp/api/iiif/4106121/manifest.json
4106965,300-0036,管子纂,子部,医书,1,３００－００３６,300,https://www.digital.archives.go.jp/api/iiif/4106965/manifest.json
4218742,300-0036,管子纂,子部,医书,2,３００－００３６,300,https://www.digital.archives.go.jp/api/iiif/4218742/manifest.json
4218745,300-0037,管子纂,子部,医书,1,３００－００３７,300,https://www.digital.archives.go.jp/api/iiif/4218745/manifest.json
4218746,300-0037,管子纂,子部,医书,2,３００－００３７,300,https://www.digital.archives.go.jp/api/iiif/4218746/manifest.json
4219661,300-0038,韓子,子部,医书,1,３００－００３８,300,https://www.digital.archives.go.jp/api/iiif/4219661/manifest.json
4219662,300-0038,韓子,子部,医书,2,３００－００３８,300,https://www.digital.archives.go.jp/api/iiif/4219662/manifest.json
4219663,300-0038,韓子,子部,医书,3,３００－００３８,300,https://www.digital.archives.go.jp/api/iiif/4219663/manifest.json
4219664,300-0038,韓子,子部,医书,4,３００－００３８,300,https://www.digital.archives.go.jp/api/iiif/4219664/manifest.json
4219665,300-0038,韓子,子部,医书,5,３００－００３８,300,https://www.digital.archives.go.jp/api/iiif/4219665/manifest.json
4219666,300-0038,韓子,子部,医书,6,３００－００３８,300,https://www.digital.archives.go.jp/api/iiif/4219666/manifest.json
4219667,300-0038,韓子,子部,医书,7,３００－００３８,300,https://www.digital.archives.go.jp/api/iiif/4219667/manifest.json
4219668,300-0038,韓子,子部,医书,8,３００－００３８,300,https://www.digital.archives.go.jp/api/iiif/4219668/manifest.json
4782778,300-0039,棠陰比事,子部,医书,1,３００－００３９,300,https://www.digital.archives.go.jp/api/iiif/4782778/manifest.json
4782779,300-0039,棠陰比事,子部,医书,2,３００－００３９,300,https://www.digital.archives.go.jp/api/iiif/4782779/manifest.json
4782780,300-0039,棠陰比事,子部,医书,3,３００－００３９,300,https://www.digital.archives.go.jp/api/iiif/4782780/manifest.json
4782781,300-0040,棠陰比事,子部,医书,1,３００－００４０,300,https://www.digital.archives.go.jp/api/iiif/4782781/manifest.json
4782782,300-0040,棠陰比事,子部,医书,2,３００－００４０,300,https://www.digital.archives.go.jp/api/iiif/4782782/manifest.json
4782783,300-0040,棠陰比事,子部,医书,3,３００－００４０,300,https://www.digital.archives.go.jp/api/iiif/4782783/manifest.json
4782784,300-0041,棠陰比事,子部,医书,1,３００－００４１,300,https://www.digital.archives.go.jp/api/iiif/4782784/manifest.json
4782785,300-0041,棠陰比事,子部,医书,2,３００－００４１,300,https://www.digital.archives.go.jp/api/iiif/4782785/manifest.json
4782786,300-0041,棠陰比事,子部,医书,3,３００－００４１,300,https://www.digital.archives.go.jp/api/iiif/4782786/manifest.json
4498347,300-0042,棠陰比事,子部,医书,1,３００－００４２,300,https://www.digital.archives.go.jp/api/iiif/4498347/manifest.json
4498349,300-0042,棠陰比事,子部,医书,2,３００－００４２,300,https://www.digital.archives.go.jp/api/iiif/4498349/manifest.json
4498351,300-0042,棠陰比事,子部,医书,3,３００－００４２,300,https://www.digital.archives.go.jp/api/iiif/4498351/manifest.json
4782787,300-0043,棠陰比事,子部,医书,1,３００－００４３,300,https://www.digital.archives.go.jp/api/iiif/4782787/manifest.json
4782788,300-0043,棠陰比事,子部,医书,2,３００－００４３,300,https://www.digital.archives.go.jp/api/iiif/4782788/manifest.json
4782789,300-0043,棠陰比事,子部,医书,3,３００－００４３,300,https://www.digital.archives.go.jp/api/iiif/4782789/manifest.json
636334,300-0044,棠陰比事,子部,医书,1,３００－００４４,300,https://www.digital.archives.go.jp/api/iiif/636334/manifest.json
636335,300-0044,棠陰比事,子部,医书,2,３００－００４４,300,https://www.digital.archives.go.jp/api/iiif/636335/manifest.json
4498353,300-0044,棠陰比事,子部,医书,3,３００－００４４,300,https://www.digital.archives.go.jp/api/iiif/4498353/manifest.json
4498355,300-0045,棠陰比事,子部,医书,1,３００－００４５,300,https://www.digital.archives.go.jp/api/iiif/4498355/manifest.json
4498356,300-0045,棠陰比事,子部,医书,2,３００－００４５,300,https://www.digital.archives.go.jp/api/iiif/4498356/manifest.json
4498357,300-0045,棠陰比事,子部,医书,3,３００－００４５,300,https://www.digital.archives.go.jp/api/iiif/4498357/manifest.json
3611077,300-0046,棠陰比事,子部,医书,1,３００－００４６,300,https://www.digital.archives.go.jp/api/iiif/3611077/manifest.json
4782790,300-0047,棠陰比事,子部,医书,1,３００－００４７,300,https://www.digital.archives.go.jp/api/iiif/4782790/manifest.json
4782791,300-0047,棠陰比事,子部,医书,2,３００－００４７,300,https://www.digital.archives.go.jp/api/iiif/4782791/manifest.json
4782792,300-0047,棠陰比事,子部,医书,3,３００－００４７,300,https://www.digital.archives.go.jp/api/iiif/4782792/manifest.json
4782793,300-0048,棠陰比事,子部,医书,1,３００－００４８,300,https://www.digital.archives.go.jp/api/iiif/4782793/manifest.json
4782794,300-0048,棠陰比事,子部,医书,2,３００－００４８,300,https://www.digital.archives.go.jp/api/iiif/4782794/manifest.json
4782795,300-0048,棠陰比事,子部,医书,3,３００－００４８,300,https://www.digital.archives.go.jp/api/iiif/4782795/manifest.json
4488590,300-0049,棠陰比事,子部,医书,1,３００－００４９,300,https://www.digital.archives.go.jp/api/iiif/4488590/manifest.json
4488591,300-0049,棠陰比事,子部,医书,2,３００－００４９,300,https://www.digital.archives.go.jp/api/iiif/4488591/manifest.json
4488592,300-0049,棠陰比事,子部,医书,3,３００－００４９,300,https://www.digital.archives.go.jp/api/iiif/4488592/manifest.json
4782796,300-0050,棠陰比事,子部,医书,1,３００－００５０,300,https://www.digital.archives.go.jp/api/iiif/4782796/manifest.json
4782797,300-0050,棠陰比事,子部,医书,2,３００－００５０,300,https://www.digital.archives.go.jp/api/iiif/4782797/manifest.json
4782798,300-0050,棠陰比事,子部,医书,3,３００－００５０,300,https://www.digital.archives.go.jp/api/iiif/4782798/manifest.json
4488593,300-0051,棠陰比事,子部,医书,1,３００－００５１,300,https://www.digital.archives.go.jp/api/iiif/4488593/manifest.json
4488594,300-0051,棠陰比事,子部,医书,2,３００－００５１,300,https://www.digital.archives.go.jp/api/iiif/4488594/manifest.json
4488595,300-0051,棠陰比事,子部,医书,3,３００－００５１,300,https://www.digital.archives.go.jp/api/iiif/4488595/manifest.json
4782799,300-0052,棠陰比事,子部,医书,1,３００－００５２,300,https://www.digital.archives.go.jp/api/iiif/4782799/manifest.json
4782800,300-0052,棠陰比事,子部,医书,2,３００－００５２,300,https://www.digital.archives.go.jp/api/iiif/4782800/manifest.json
4782801,300-0052,棠陰比事,子部,医书,3,３００－００５２,300,https://www.digital.archives.go.jp/api/iiif/4782801/manifest.json
4219669,300-0053,棠陰比事,子部,医书,1,３００－００５３,300,https://www.digital.archives.go.jp/api/iiif/4219669/manifest.json
4219670,300-0053,棠陰比事,子部,医书,2,３００－００５３,300,https://www.digital.archives.go.jp/api/iiif/4219670/manifest.json
4219671,300-0053,棠陰比事,子部,医书,3,３００－００５３,300,https://www.digital.archives.go.jp/api/iiif/4219671/manifest.json
3743455,300-0054,鼎刻江湖歷覽杜騙新書,子部,医书,1,３００－００５４,300,https://www.digital.archives.go.jp/api/iiif/3743455/manifest.json
3743456,300-0054,鼎刻江湖歷覽杜騙新書,子部,医书,2,３００－００５４,300,https://www.digital.archives.go.jp/api/iiif/3743456/manifest.json
3611078,300-0055,祥刑要覽,子部,医书,1,３００－００５５,300,https://www.digital.archives.go.jp/api/iiif/3611078/manifest.json
3611080,300-0057,疑獄集,子部,医书,1,３００－００５７,300,https://www.digital.archives.go.jp/api/iiif/3611080/manifest.json
3746259,300-0058,新註無寃錄,子部,医书,1,３００－００５８,300,https://www.digital.archives.go.jp/api/iiif/3746259/manifest.json
3746260,300-0058,新註無寃錄,子部,医书,2,３００－００５８,300,https://www.digital.archives.go.jp/api/iiif/3746260/manifest.json
228541,300-0059,鼎刻江湖歷覽杜騙新書,子部,医书,1,３００－００５９,300,https://www.digital.archives.go.jp/api/iiif/228541/manifest.json
228546,300-0059,鼎刻江湖歷覽杜騙新書,子部,医书,2,３００－００５９,300,https://www.digital.archives.go.jp/api/iiif/228546/manifest.json
3611445,300-0060,新刻摘選增補註釋法家要覽折獄明珠,子部,医书,1,３００－００６０,300,https://www.digital.archives.go.jp/api/iiif/3611445/manifest.json
3611082,300-0064,巡城條約,子部,医书,1,３００－００６４,300,https://www.digital.archives.go.jp/api/iiif/3611082/manifest.json
4219672,300-0065,皖臬政紀,子部,医书,1,３００－００６５,300,https://www.digital.archives.go.jp/api/iiif/4219672/manifest.json
4219673,300-0065,皖臬政紀,子部,医书,2,３００－００６５,300,https://www.digital.archives.go.jp/api/iiif/4219673/manifest.json
4220589,300-0065,皖臬政紀,子部,医书,3,３００－００６５,300,https://www.digital.archives.go.jp/api/iiif/4220589/manifest.json
4220590,300-0065,皖臬政紀,子部,医书,4,３００－００６５,300,https://www.digital.archives.go.jp/api/iiif/4220590/manifest.json
4220592,300-0066,讀律佩觿,子部,医书,1,３００－００６６,300,https://www.digital.archives.go.jp/api/iiif/4220592/manifest.json
4220593,300-0066,讀律佩觿,子部,医书,2,３００－００６６,300,https://www.digital.archives.go.jp/api/iiif/4220593/manifest.json
4106966,300-0066,讀律佩觿,子部,医书,3,３００－００６６,300,https://www.digital.archives.go.jp/api/iiif/4106966/manifest.json
4106967,300-0066,讀律佩觿,子部,医书,4,３００－００６６,300,https://www.digital.archives.go.jp/api/iiif/4106967/manifest.json
4106968,300-0066,讀律佩觿,子部,医书,5,３００－００６６,300,https://www.digital.archives.go.jp/api/iiif/4106968/manifest.json
4106970,300-0066,讀律佩觿,子部,医书,6,３００－００６６,300,https://www.digital.archives.go.jp/api/iiif/4106970/manifest.json
4106972,300-0066,讀律佩觿,子部,医书,7,３００－００６６,300,https://www.digital.archives.go.jp/api/iiif/4106972/manifest.json
4106974,300-0066,讀律佩觿,子部,医书,8,３００－００６６,300,https://www.digital.archives.go.jp/api/iiif/4106974/manifest.json
230177,300-0067,讀律佩觿,子部,医书,1,３００－００６７,300,https://www.digital.archives.go.jp/api/iiif/230177/manifest.json
230515,300-0067,讀律佩觿,子部,医书,2,３００－００６７,300,https://www.digital.archives.go.jp/api/iiif/230515/manifest.json
230518,300-0067,讀律佩觿,子部,医书,3,３００－００６７,300,https://www.digital.archives.go.jp/api/iiif/230518/manifest.json
